Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,total
5163,14/08/20,8:00 AM,Andhra Pradesh,-,-,170984,2378,264142,0
5164,14/08/20,8:00 AM,Arunachal Pradesh,-,-,1718,4,2512,0
5165,14/08/20,8:00 AM,Assam,-,-,49383,169,71795,0
5166,14/08/20,8:00 AM,Bihar,-,-,62284,426,94193,0
5167,14/08/20,8:00 AM,Chandigarh,-,-,1076,27,1842,0
5168,14/08/20,8:00 AM,Chhattisgarh,-,-,9658,114,13937,0
5169,14/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1292,2,1752,0
5170,14/08/20,8:00 AM,Delhi,-,-,134318,4167,149460,0
5171,14/08/20,8:00 AM,Goa,-,-,6912,91,10494,0
5172,14/08/20,8:00 AM,Gujarat,-,-,58467,2731,75408,0
5173,14/08/20,8:00 AM,Haryana,-,-,37486,511,44817,0
5174,14/08/20,8:00 AM,Himachal Pradesh,-,-,2435,19,3816,0
5175,14/08/20,8:00 AM,Jammu and Kashmir,-,-,19302,509,26949,0
5176,14/08/20,8:00 AM,Jharkhand,-,-,12844,209,20881,0
5177,14/08/20,8:00 AM,Karnataka,-,-,121242,3613,203200,0
5178,14/08/20,8:00 AM,Kerala,-,-,25688,129,39708,0
5179,14/08/20,8:00 AM,Ladakh,-,-,1282,9,1849,0
5180,14/08/20,8:00 AM,Madhya Pradesh,-,-,31835,1065,42618,0
5181,14/08/20,8:00 AM,Maharashtra,-,-,390958,19063,560126,0
5182,14/08/20,8:00 AM,Manipur,-,-,2295,13,4112,0
5183,14/08/20,8:00 AM,Meghalaya,-,-,547,6,1193,0
5184,14/08/20,8:00 AM,Mizoram,-,-,343,0,649,0
5185,14/08/20,8:00 AM,Nagaland,-,-,1139,8,3168,0
5186,14/08/20,8:00 AM,Odisha,-,-,37901,314,52653,0
5187,14/08/20,8:00 AM,Puducherry,-,-,3828,102,6680,0
5188,14/08/20,8:00 AM,Punjab,-,-,17839,706,27936,0
5189,14/08/20,8:00 AM,Rajasthan,-,-,41819,833,57414,0
5190,14/08/20,8:00 AM,Sikkim,-,-,581,1,931,0
5191,14/08/20,8:00 AM,Tamil Nadu,-,-,261459,5397,320355,0
5192,14/08/20,8:00 AM,Telengana,-,-,64284,674,88396,0
5193,14/08/20,8:00 AM,Tripura,-,-,5015,46,6767,0
5194,14/08/20,8:00 AM,Uttarakhand,-,-,7014,143,11302,0
5195,14/08/20,8:00 AM,Uttar Pradesh,-,-,88786,2280,140775,0
5196,14/08/20,8:00 AM,West Bengal,-,-,78617,2259,107323,0
5197,15/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1032,24,2186,0
5198,15/08/20,8:00 AM,Andhra Pradesh,-,-,180703,2475,273085,0
5199,15/08/20,8:00 AM,Arunachal Pradesh,-,-,1750,5,2607,0
5200,15/08/20,8:00 AM,Assam,-,-,51693,175,74501,0
5201,15/08/20,8:00 AM,Bihar,-,-,64930,442,98008,0
5202,15/08/20,8:00 AM,Chandigarh,-,-,1091,28,1928,0
5203,15/08/20,8:00 AM,Chhattisgarh,-,-,9857,130,14481,0
5204,15/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1331,2,1797,0
5205,15/08/20,8:00 AM,Delhi,-,-,135108,4178,150652,0
5206,15/08/20,8:00 AM,Goa,-,-,7157,93,10970,0
5207,15/08/20,8:00 AM,Gujarat,-,-,59538,2746,76480,0
5208,15/08/20,8:00 AM,Haryana,-,-,38348,518,45614,0
5209,15/08/20,8:00 AM,Himachal Pradesh,-,-,2551,19,3874,0
5210,15/08/20,8:00 AM,Jammu and Kashmir,-,-,19942,520,27489,0
5211,15/08/20,8:00 AM,Jharkhand,-,-,13515,224,21595,0
5212,15/08/20,8:00 AM,Karnataka,-,-,128182,3717,211108,0
5213,15/08/20,8:00 AM,Kerala,-,-,26992,139,41277,0
5214,15/08/20,8:00 AM,Ladakh,-,-,1303,9,1879,0
5215,15/08/20,8:00 AM,Madhya Pradesh,-,-,32405,1081,43414,0
5216,15/08/20,8:00 AM,Maharashtra,-,-,401442,19427,572734,0
5217,15/08/20,8:00 AM,Manipur,-,-,2360,13,4198,0
5218,15/08/20,8:00 AM,Meghalaya,-,-,581,6,1228,0
5219,15/08/20,8:00 AM,Mizoram,-,-,348,0,657,0
5220,15/08/20,8:00 AM,Nagaland,-,-,1198,8,3322,0
5221,15/08/20,8:00 AM,Odisha,-,-,39206,324,54630,0
5222,15/08/20,8:00 AM,Puducherry,-,-,4009,106,6995,0
5223,15/08/20,8:00 AM,Punjab,-,-,18328,731,29013,0
5224,15/08/20,8:00 AM,Rajasthan,-,-,43897,846,58692,0
5225,15/08/20,8:00 AM,Sikkim,-,-,623,1,1080,0
5226,15/08/20,8:00 AM,Tamil Nadu,-,-,267015,5514,326245,0
5227,15/08/20,8:00 AM,Telengana,-,-,66196,684,90259,0
5228,15/08/20,8:00 AM,Tripura,-,-,5088,50,6934,0
5229,15/08/20,8:00 AM,Uttarakhand,-,-,7502,147,11615,0
5230,15/08/20,8:00 AM,Uttar Pradesh,-,-,92526,2335,145287,0
5231,15/08/20,8:00 AM,West Bengal,-,-,81189,2319,110358,0
5232,16/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1128,24,2306,0
5233,16/08/20,8:00 AM,Andhra Pradesh,-,-,191117,2562,281817,0
5234,16/08/20,8:00 AM,Arunachal Pradesh,-,-,1771,5,2658,0
5235,16/08/20,8:00 AM,Assam,-,-,53286,182,75558,0
5236,16/08/20,8:00 AM,Bihar,-,-,68510,450,101551,0
5237,16/08/20,8:00 AM,Chandigarh,-,-,1118,28,2009,0
5238,16/08/20,8:00 AM,Chhattisgarh,-,-,10046,134,14987,0
5239,16/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1384,2,1843,0
5240,16/08/20,8:00 AM,Delhi,-,-,136251,4188,151928,0
5241,16/08/20,8:00 AM,Goa,-,-,7488,98,11339,0
5242,16/08/20,8:00 AM,Gujarat,-,-,60553,2765,77559,0
5243,16/08/20,8:00 AM,Haryana,-,-,38939,528,46410,0
5244,16/08/20,8:00 AM,Himachal Pradesh,-,-,2632,19,3993,0
5245,16/08/20,8:00 AM,Jammu and Kashmir,-,-,20676,527,28021,0
5246,16/08/20,8:00 AM,Jharkhand,-,-,14024,228,22389,0
5247,16/08/20,8:00 AM,Karnataka,-,-,134811,3831,219926,0
5248,16/08/20,8:00 AM,Kerala,-,-,27795,146,42885,0
5249,16/08/20,8:00 AM,Ladakh,-,-,1307,10,1909,0
5250,16/08/20,8:00 AM,Madhya Pradesh,-,-,33353,1094,44433,0
5251,16/08/20,8:00 AM,Maharashtra,-,-,408286,19749,584754,0
5252,16/08/20,8:00 AM,Manipur,-,-,2438,13,4390,0
5253,16/08/20,8:00 AM,Meghalaya,-,-,596,6,1292,0
5254,16/08/20,8:00 AM,Mizoram,-,-,356,0,777,0
5255,16/08/20,8:00 AM,Nagaland,-,-,1321,8,3340,0
5256,16/08/20,8:00 AM,Odisha,-,-,40727,333,57126,0
5257,16/08/20,8:00 AM,Puducherry,-,-,4224,106,7354,0
5258,16/08/20,8:00 AM,Punjab,-,-,18863,771,30041,0
5259,16/08/20,8:00 AM,Rajasthan,-,-,45254,862,59979,0
5260,16/08/20,8:00 AM,Sikkim,-,-,661,1,1148,0
5261,16/08/20,8:00 AM,Tamil Nadu,-,-,272251,5641,332105,0
5262,16/08/20,8:00 AM,Telengana,-,-,68126,693,91361,0
5263,16/08/20,8:00 AM,Tripura,-,-,5151,55,7061,0
5264,16/08/20,8:00 AM,Uttarakhand,-,-,7748,151,11940,0
5265,16/08/20,8:00 AM,Uttar Pradesh,-,-,96231,2393,150061,0
5266,16/08/20,8:00 AM,West Bengal,-,-,83836,2377,113432,0
5267,17/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1226,28,2399,0
5268,17/08/20,8:00 AM,Andhra Pradesh,-,-,201234,2650,289829,0
5269,17/08/20,8:00 AM,Arunachal Pradesh,-,-,1808,5,2701,0
5270,17/08/20,8:00 AM,Assam,-,-,55215,189,76875,0
5271,17/08/20,8:00 AM,Bihar,-,-,72324,461,103844,0
5272,17/08/20,8:00 AM,Chandigarh,-,-,1137,29,2102,0
5273,17/08/20,8:00 AM,Chhattisgarh,-,-,10235,141,15471,0
5274,17/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1431,2,1878,0
5275,17/08/20,8:00 AM,Delhi,-,-,137561,4196,152580,0
5276,17/08/20,8:00 AM,Goa,-,-,7775,104,11639,0
5277,17/08/20,8:00 AM,Gujarat,-,-,61512,2785,78680,0
5278,17/08/20,8:00 AM,Haryana,-,-,39601,538,47153,0
5279,17/08/20,8:00 AM,Himachal Pradesh,-,-,2720,19,4156,0
5280,17/08/20,8:00 AM,Jammu and Kashmir,-,-,20943,542,28470,0
5281,17/08/20,8:00 AM,Jharkhand,-,-,14699,244,23055,0
5282,17/08/20,8:00 AM,Karnataka,-,-,141491,3947,226966,0
5283,17/08/20,8:00 AM,Kerala,-,-,28894,156,44415,0
5284,17/08/20,8:00 AM,Ladakh,-,-,1356,14,1948,0
5285,17/08/20,8:00 AM,Madhya Pradesh,-,-,34038,1105,45455,0
5286,17/08/20,8:00 AM,Maharashtra,-,-,417123,20037,595865,0
5287,17/08/20,8:00 AM,Manipur,-,-,2632,16,4569,0
5288,17/08/20,8:00 AM,Meghalaya,-,-,675,6,1374,0
5289,17/08/20,8:00 AM,Mizoram,-,-,371,0,789,0
5290,17/08/20,8:00 AM,Nagaland,-,-,1422,8,3394,0
5291,17/08/20,8:00 AM,Odisha,-,-,42277,343,60050,0
5292,17/08/20,8:00 AM,Puducherry,-,-,4443,110,7732,0
5293,17/08/20,8:00 AM,Punjab,-,-,19431,812,31206,0
5294,17/08/20,8:00 AM,Rajasthan,-,-,46604,876,61296,0
5295,17/08/20,8:00 AM,Sikkim,-,-,673,1,1167,0
5296,17/08/20,8:00 AM,Tamil Nadu,-,-,278270,5766,338055,0
5297,17/08/20,8:00 AM,Telengana,-,-,70132,703,92255,0
5298,17/08/20,8:00 AM,Tripura,-,-,5286,59,7204,0
5299,17/08/20,8:00 AM,Uttarakhand,-,-,8100,152,12175,0
5300,17/08/20,8:00 AM,Uttar Pradesh,-,-,100432,2449,154418,0
5301,17/08/20,8:00 AM,West Bengal,-,-,86771,2428,116498,0
5302,18/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1325,29,2445,0
5303,18/08/20,8:00 AM,Andhra Pradesh,-,-,209100,2732,296609,0
5304,18/08/20,8:00 AM,Arunachal Pradesh,-,-,1893,5,2741,0
5305,18/08/20,8:00 AM,Assam,-,-,56734,197,79667,0
5306,18/08/20,8:00 AM,Bihar,-,-,76452,468,106307,0
5307,18/08/20,8:00 AM,Chandigarh,-,-,1183,30,2216,0
5308,18/08/20,8:00 AM,Chhattisgarh,-,-,10598,150,16025,0
5309,18/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1459,2,1908,0
5310,18/08/20,8:00 AM,Delhi,-,-,138301,4214,153367,0
5311,18/08/20,8:00 AM,Goa,-,-,8058,111,11994,0
5312,18/08/20,8:00 AM,Gujarat,-,-,62595,2800,79710,0
5313,18/08/20,8:00 AM,Haryana,-,-,40610,550,48040,0
5314,18/08/20,8:00 AM,Himachal Pradesh,-,-,2834,19,4174,0
5315,18/08/20,8:00 AM,Jammu and Kashmir,-,-,21296,548,28892,0
5316,18/08/20,8:00 AM,Jharkhand,-,-,15051,250,23752,0
5317,18/08/20,8:00 AM,Karnataka,-,-,148562,4062,233283,0
5318,18/08/20,8:00 AM,Kerala,-,-,30025,169,46140,0
5319,18/08/20,8:00 AM,Ladakh,-,-,1368,14,1966,0
5320,18/08/20,8:00 AM,Madhya Pradesh,-,-,35025,1128,46385,0
5321,18/08/20,8:00 AM,Maharashtra,-,-,428514,20265,604358,0
5322,18/08/20,8:00 AM,Manipur,-,-,2734,17,4687,0
5323,18/08/20,8:00 AM,Meghalaya,-,-,679,6,1418,0
5324,18/08/20,8:00 AM,Mizoram,-,-,372,0,789,0
5325,18/08/20,8:00 AM,Nagaland,-,-,1530,8,3455,0
5326,18/08/20,8:00 AM,Odisha,-,-,43780,353,62294,0
5327,18/08/20,8:00 AM,Puducherry,-,-,4627,114,8029,0
5328,18/08/20,8:00 AM,Punjab,-,-,20180,863,32696,0
5329,18/08/20,8:00 AM,Rajasthan,-,-,47654,887,62630,0
5330,18/08/20,8:00 AM,Sikkim,-,-,701,1,1187,0
5331,18/08/20,8:00 AM,Tamil Nadu,-,-,283937,5886,343945,0
5332,18/08/20,8:00 AM,Telengana,-,-,72202,711,93937,0
5333,18/08/20,8:00 AM,Tripura,-,-,5404,62,7409,0
5334,18/08/20,8:00 AM,Uttarakhand,-,-,8485,158,12493,0
5335,18/08/20,8:00 AM,Uttar Pradesh,-,-,104808,2515,158216,0
5336,18/08/20,8:00 AM,West Bengal,-,-,89703,2473,119578,0
5337,19/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1421,30,2529,0
5338,19/08/20,8:00 AM,Andhra Pradesh,-,-,218311,2820,306261,0
5339,19/08/20,8:00 AM,Arunachal Pradesh,-,-,1949,5,2875,0
5340,19/08/20,8:00 AM,Assam,-,-,58294,203,82201,0
5341,19/08/20,8:00 AM,Bihar,-,-,80330,476,109498,0
5342,19/08/20,8:00 AM,Chandigarh,-,-,1243,30,2305,0
5343,19/08/20,8:00 AM,Chhattisgarh,-,-,10847,158,16833,0
5344,19/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1524,2,1951,0
5345,19/08/20,8:00 AM,Delhi,-,-,139447,4226,154741,0
5346,19/08/20,8:00 AM,Goa,-,-,8356,116,12333,0
5347,19/08/20,8:00 AM,Gujarat,-,-,63703,2820,80802,0
5348,19/08/20,8:00 AM,Haryana,-,-,41298,557,48936,0
5349,19/08/20,8:00 AM,Himachal Pradesh,-,-,2923,19,4235,0
5350,19/08/20,8:00 AM,Jammu and Kashmir,-,-,21886,561,29326,0
5351,19/08/20,8:00 AM,Jharkhand,-,-,15507,262,24477,0
5352,19/08/20,8:00 AM,Karnataka,-,-,156949,4201,240948,0
5353,19/08/20,8:00 AM,Kerala,-,-,31390,175,47898,0
5354,19/08/20,8:00 AM,Ladakh,-,-,1395,17,2010,0
5355,19/08/20,8:00 AM,Madhya Pradesh,-,-,35713,1141,47375,0
5356,19/08/20,8:00 AM,Maharashtra,-,-,437870,20687,615477,0
5357,19/08/20,8:00 AM,Manipur,-,-,2789,18,4765,0
5358,19/08/20,8:00 AM,Meghalaya,-,-,685,6,1457,0
5359,19/08/20,8:00 AM,Mizoram,-,-,379,0,860,0
5360,19/08/20,8:00 AM,Nagaland,-,-,1664,8,3520,0
5361,19/08/20,8:00 AM,Odisha,-,-,45315,362,64533,0
5362,19/08/20,8:00 AM,Puducherry,-,-,4909,123,8396,0
5363,19/08/20,8:00 AM,Punjab,-,-,21762,898,34400,0
5364,19/08/20,8:00 AM,Rajasthan,-,-,48960,898,63977,0
5365,19/08/20,8:00 AM,Sikkim,-,-,755,2,1207,0
5366,19/08/20,8:00 AM,Tamil Nadu,-,-,289787,6007,349654,0
5367,19/08/20,8:00 AM,Telengana,-,-,73991,719,95700,0
5368,19/08/20,8:00 AM,Tripura,-,-,5497,65,7645,0
5369,19/08/20,8:00 AM,Uttarakhand,-,-,8724,164,12961,0
5370,19/08/20,8:00 AM,Uttar Pradesh,-,-,109607,2585,162434,0
5371,19/08/20,8:00 AM,West Bengal,-,-,92690,2528,122753,0
5372,20/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1529,30,2604,0
5373,20/08/20,8:00 AM,Andhra Pradesh,-,-,226372,2906,316003,0
5374,20/08/20,8:00 AM,Arunachal Pradesh,-,-,2022,5,2950,0
5375,20/08/20,8:00 AM,Assam,-,-,60348,213,84317,0
5376,20/08/20,8:00 AM,Bihar,-,-,84404,487,112437,0
5377,20/08/20,8:00 AM,Chandigarh,-,-,1351,31,2396,0
5378,20/08/20,8:00 AM,Chhattisgarh,-,-,11185,161,17485,0
5379,20/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1604,2,1995,0
5380,20/08/20,8:00 AM,Delhi,-,-,140767,4235,156139,0
5381,20/08/20,8:00 AM,Goa,-,-,8713,124,12675,0
5382,20/08/20,8:00 AM,Gujarat,-,-,64823,2837,81942,0
5383,20/08/20,8:00 AM,Haryana,-,-,42056,567,49930,0
5384,20/08/20,8:00 AM,Himachal Pradesh,-,-,2992,19,4411,0
5385,20/08/20,8:00 AM,Jammu and Kashmir,-,-,22497,572,30034,0
5386,20/08/20,8:00 AM,Jharkhand,-,-,16175,277,26090,0
5387,20/08/20,8:00 AM,Karnataka,-,-,164150,4327,249590,0
5388,20/08/20,8:00 AM,Kerala,-,-,32607,182,50231,0
5389,20/08/20,8:00 AM,Ladakh,-,-,1397,18,2048,0
5390,20/08/20,8:00 AM,Madhya Pradesh,-,-,36475,1159,48351,0
5391,20/08/20,8:00 AM,Maharashtra,-,-,446881,21033,628642,0
5392,20/08/20,8:00 AM,Manipur,-,-,2885,18,4876,0
5393,20/08/20,8:00 AM,Meghalaya,-,-,694,6,1506,0
5394,20/08/20,8:00 AM,Mizoram,-,-,384,0,873,0
5395,20/08/20,8:00 AM,Nagaland,-,-,1706,8,3558,0
5396,20/08/20,8:00 AM,Odisha,-,-,46936,372,67122,0
5397,20/08/20,8:00 AM,Puducherry,-,-,5312,129,8750,0
5398,20/08/20,8:00 AM,Punjab,-,-,22703,921,36084,0
5399,20/08/20,8:00 AM,Rajasthan,-,-,49963,910,65289,0
5400,20/08/20,8:00 AM,Sikkim,-,-,789,3,1232,0
5401,20/08/20,8:00 AM,Tamil Nadu,-,-,296171,6123,355449,0
5402,20/08/20,8:00 AM,Telengana,-,-,75186,729,97424,0
5403,20/08/20,8:00 AM,Tripura,-,-,5565,65,7835,0
5404,20/08/20,8:00 AM,Uttarakhand,-,-,9132,178,13225,0
5405,20/08/20,8:00 AM,Uttar Pradesh,-,-,115227,2638,167510,0
5406,20/08/20,8:00 AM,West Bengal,-,-,95663,2581,125922,0
5407,21/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1638,31,2680,0
5408,21/08/20,8:00 AM,Andhra Pradesh,-,-,235218,3001,325396,0
5409,21/08/20,8:00 AM,Arunachal Pradesh,-,-,2093,5,3066,0
5410,21/08/20,8:00 AM,Assam,-,-,63120,221,86052,0
5411,21/08/20,8:00 AM,Bihar,-,-,87660,492,114941,0
5412,21/08/20,8:00 AM,Chandigarh,-,-,1390,31,2515,0
5413,21/08/20,8:00 AM,Chhattisgarh,-,-,11739,168,18501,0
5414,21/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1627,2,2030,0
5415,21/08/20,8:00 AM,Delhi,-,-,141826,4257,157354,0
5416,21/08/20,8:00 AM,Goa,-,-,9063,126,13099,0
5417,21/08/20,8:00 AM,Gujarat,-,-,65946,2853,83107,0
5418,21/08/20,8:00 AM,Haryana,-,-,42793,578,50926,0
5419,21/08/20,8:00 AM,Himachal Pradesh,-,-,3085,23,4538,0
5420,21/08/20,8:00 AM,Jammu and Kashmir,-,-,23225,578,30717,0
5421,21/08/20,8:00 AM,Jharkhand,-,-,17057,286,26753,0
5422,21/08/20,8:00 AM,Karnataka,-,-,170381,4429,256975,0
5423,21/08/20,8:00 AM,Kerala,-,-,33824,191,52199,0
5424,21/08/20,8:00 AM,Ladakh,-,-,1436,18,2077,0
5425,21/08/20,8:00 AM,Madhya Pradesh,-,-,37540,1171,49493,0
5426,21/08/20,8:00 AM,Maharashtra,-,-,459124,21359,643289,0
5427,21/08/20,8:00 AM,Manipur,-,-,3002,18,4925,0
5428,21/08/20,8:00 AM,Meghalaya,-,-,730,6,1661,0
5429,21/08/20,8:00 AM,Mizoram,-,-,402,0,895,0
5430,21/08/20,8:00 AM,Nagaland,-,-,1921,8,3583,0
5431,21/08/20,8:00 AM,Odisha,-,-,48577,380,70020,0
5432,21/08/20,8:00 AM,Puducherry,-,-,5634,137,9292,0
5433,21/08/20,8:00 AM,Punjab,-,-,23037,957,37824,0
5434,21/08/20,8:00 AM,Rajasthan,-,-,51190,921,66619,0
5435,21/08/20,8:00 AM,Sikkim,-,-,827,3,1290,0
5436,21/08/20,8:00 AM,Tamil Nadu,-,-,301913,6239,361435,0
5437,21/08/20,8:00 AM,Telengana,-,-,76967,737,99391,0
5438,21/08/20,8:00 AM,Tripura,-,-,5649,69,8091,0
5439,21/08/20,8:00 AM,Uttarakhand,-,-,9433,187,13636,0
5440,21/08/20,8:00 AM,Uttar Pradesh,-,-,121090,2733,172334,0
5441,21/08/20,8:00 AM,West Bengal,-,-,98789,2634,129119,0
5442,22/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1744,32,2747,0
5443,22/08/20,8:00 AM,Andhra Pradesh,-,-,244045,3092,334940,0
5444,22/08/20,8:00 AM,Arunachal Pradesh,-,-,2125,5,3126,0
5445,22/08/20,8:00 AM,Assam,-,-,65596,227,87908,0
5446,22/08/20,8:00 AM,Bihar,-,-,91552,498,117413,0
5447,22/08/20,8:00 AM,Chandigarh,-,-,1426,33,2631,0
5448,22/08/20,8:00 AM,Chhattisgarh,-,-,12022,180,19510,0
5449,22/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1652,2,2082,0
5450,22/08/20,8:00 AM,Delhi,-,-,142908,4270,158604,0
5451,22/08/20,8:00 AM,Goa,-,-,9540,135,13484,0
5452,22/08/20,8:00 AM,Gujarat,-,-,67267,2867,84311,0
5453,22/08/20,8:00 AM,Haryana,-,-,43413,585,52129,0
5454,22/08/20,8:00 AM,Himachal Pradesh,-,-,3234,25,4728,0
5455,22/08/20,8:00 AM,Jammu and Kashmir,-,-,23805,593,31371,0
5456,22/08/20,8:00 AM,Jharkhand,-,-,18372,297,28196,0
5457,22/08/20,8:00 AM,Karnataka,-,-,176942,4522,264546,0
5458,22/08/20,8:00 AM,Kerala,-,-,35243,203,54182,0
5459,22/08/20,8:00 AM,Ladakh,-,-,1449,19,2133,0
5460,22/08/20,8:00 AM,Madhya Pradesh,-,-,38527,1185,50640,0
5461,22/08/20,8:00 AM,Maharashtra,-,-,470873,21698,657450,0
5462,22/08/20,8:00 AM,Manipur,-,-,3261,20,5049,0
5463,22/08/20,8:00 AM,Meghalaya,-,-,749,6,1718,0
5464,22/08/20,8:00 AM,Mizoram,-,-,420,0,903,0
5465,22/08/20,8:00 AM,Nagaland,-,-,2074,8,3619,0
5466,22/08/20,8:00 AM,Odisha,-,-,50504,390,72718,0
5467,22/08/20,8:00 AM,Puducherry,-,-,5934,143,9594,0
5468,22/08/20,8:00 AM,Punjab,-,-,23893,991,39327,0
5469,22/08/20,8:00 AM,Rajasthan,-,-,52496,933,67954,0
5470,22/08/20,8:00 AM,Sikkim,-,-,834,3,1336,0
5471,22/08/20,8:00 AM,Tamil Nadu,-,-,307677,6340,367430,0
5472,22/08/20,8:00 AM,Telengana,-,-,78735,744,101865,0
5473,22/08/20,8:00 AM,Tripura,-,-,6061,70,8371,0
5474,22/08/20,8:00 AM,Uttarakhand,-,-,9676,192,14083,0
5475,22/08/20,8:00 AM,Uttar Pradesh,-,-,126657,2797,177239,0
5476,22/08/20,8:00 AM,West Bengal,-,-,101871,2689,132364,0
5477,23/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1853,32,2808,0
5478,23/08/20,8:00 AM,Andhra Pradesh,-,-,252638,3189,345216,0
5479,23/08/20,8:00 AM,Arunachal Pradesh,-,-,2228,5,3223,0
5480,23/08/20,8:00 AM,Assam,-,-,67641,234,89468,0
5481,23/08/20,8:00 AM,Bihar,-,-,94858,503,119529,0
5482,23/08/20,8:00 AM,Chandigarh,-,-,1471,33,2776,0
5483,23/08/20,8:00 AM,Chhattisgarh,-,-,12394,189,20078,0
5484,23/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1702,2,2120,0
5485,23/08/20,8:00 AM,Delhi,-,-,144138,4284,160016,0
5486,23/08/20,8:00 AM,Goa,-,-,10019,140,13790,0
5487,23/08/20,8:00 AM,Gujarat,-,-,68243,2881,85523,0
5488,23/08/20,8:00 AM,Haryana,-,-,44013,597,53290,0
5489,23/08/20,8:00 AM,Himachal Pradesh,-,-,3341,29,4895,0
5490,23/08/20,8:00 AM,Jammu and Kashmir,-,-,24398,608,31981,0
5491,23/08/20,8:00 AM,Jharkhand,-,-,18507,308,28571,0
5492,23/08/20,8:00 AM,Karnataka,-,-,184568,4615,271876,0
5493,23/08/20,8:00 AM,Kerala,-,-,36535,218,56354,0
5494,23/08/20,8:00 AM,Ladakh,-,-,1469,21,2210,0
5495,23/08/20,8:00 AM,Madhya Pradesh,-,-,39399,1206,51866,0
5496,23/08/20,8:00 AM,Maharashtra,-,-,480114,21995,671942,0
5497,23/08/20,8:00 AM,Manipur,-,-,3455,22,5132,0
5498,23/08/20,8:00 AM,Meghalaya,-,-,769,7,1811,0
5499,23/08/20,8:00 AM,Mizoram,-,-,423,0,917,0
5500,23/08/20,8:00 AM,Nagaland,-,-,2166,9,3635,0
5501,23/08/20,8:00 AM,Odisha,-,-,52277,399,75537,0
5502,23/08/20,8:00 AM,Puducherry,-,-,6307,151,10112,0
5503,23/08/20,8:00 AM,Punjab,-,-,24302,1036,40643,0
5504,23/08/20,8:00 AM,Rajasthan,-,-,54144,944,69264,0
5505,23/08/20,8:00 AM,Sikkim,-,-,871,3,1381,0
5506,23/08/20,8:00 AM,Tamil Nadu,-,-,313280,6420,373410,0
5507,23/08/20,8:00 AM,Telengana,-,-,80586,755,104249,0
5508,23/08/20,8:00 AM,Tripura,-,-,6182,72,8702,0
5509,23/08/20,8:00 AM,Uttarakhand,-,-,10021,195,14566,0
5510,23/08/20,8:00 AM,Uttar Pradesh,-,-,131295,2867,182453,0
5511,23/08/20,8:00 AM,West Bengal,-,-,104959,2737,135596,0
5512,24/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1963,33,2860,0
5513,24/08/20,8:00 AM,Andhra Pradesh,-,-,260087,3282,353111,0
5514,24/08/20,8:00 AM,Arunachal Pradesh,-,-,2297,5,3263,0
5515,24/08/20,8:00 AM,Assam,-,-,70900,242,90740,0
5516,24/08/20,8:00 AM,Bihar,-,-,98325,511,121947,0
5517,24/08/20,8:00 AM,Chandigarh,-,-,1492,37,2918,0
5518,24/08/20,8:00 AM,Chhattisgarh,-,-,12931,197,20918,0
5519,24/08/20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,1753,2,2161,0
5520,24/08/20,8:00 AM,Delhi,-,-,145388,4300,161466,0
5521,24/08/20,8:00 AM,Goa,-,-,10472,144,13999,0
5522,24/08/20,8:00 AM,Gujarat,-,-,69212,2895,86624,0
5523,24/08/20,8:00 AM,Haryana,-,-,44822,603,54386,0
5524,24/08/20,8:00 AM,Himachal Pradesh,-,-,3461,29,5001,0
5525,24/08/20,8:00 AM,Jammu and Kashmir,-,-,24832,617,32647,0
5526,24/08/20,8:00 AM,Jharkhand,-,-,19629,312,29677,0
5527,24/08/20,8:00 AM,Karnataka,-,-,189564,4683,277814,0
5528,24/08/20,8:00 AM,Kerala,-,-,37645,223,58262,0
5529,24/08/20,8:00 AM,Ladakh,-,-,1491,23,2279,0
5530,24/08/20,8:00 AM,Madhya Pradesh,-,-,40390,1229,53129,0
5531,24/08/20,8:00 AM,Maharashtra,-,-,488271,22253,682383,0
5532,24/08/20,8:00 AM,Manipur,-,-,3616,22,5246,0
